rpm,dp,db,rhop,thetap,mu,EB_bp,Jb,U1,U2,ep1,ep2,Sb,t,Rp,Re,kp,Pk
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.2,0.019272,0,0.0063,5.41E-05
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.3,0.028632,0,0.0094,8.12E-05
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.4,0.037816,0,0.012,1.03E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.5,0.046827,0,0.0144,1.24E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.6,0.055671,0,0.0168,1.44E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.7,0.064352,0,0.019,1.64E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.8,0.072875,0,0.0211,1.82E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,0.9,0.081245,0,0.0231,1.99E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,1,0.089464,0,0.0249,2.15E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,1.5,0.12845,0,0.0325,2.80E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,2,0.16423,0,0.0377,3.25E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,2.5,0.1972,0,0.0419,3.61E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,3,0.22766,0,0.0449,3.87E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,3.5,0.25589,0,0.0475,4.10E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,4,0.28213,0,0.0497,4.28E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,4.5,0.30659,0,0.0517,4.45E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,5,0.32943,0,0.0535,4.61E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,5.5,0.35082,0,0.0553,4.76E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,6,0.37088,0,0.057,4.91E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,6.5,0.38974,0,0.0587,5.06E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,7,0.4075,0,0.0604,5.21E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,7.5,0.42426,0,0.0622,5.36E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,8,0.4401,0,0.0639,5.51E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,8.5,0.45509,0,0.0656,5.66E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,9,0.46929,0,0.0674,5.81E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,9.5,0.48278,0,0.0691,5.96E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,10,0.4956,0,0.0708,6.10E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,10.5,0.50779,0,0.0726,6.26E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,11,0.51941,0,0.0744,6.41E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,11.5,0.5305,0,0.0761,6.56E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,12,0.54108,0,0.0779,6.71E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,12.5,0.5512,0,0.0797,6.87E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,13,0.56088,0,0.0815,7.02E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,13.5,0.57016,0,0.0832,7.17E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,14,0.57904,0,0.085,7.32E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,14.5,0.58757,0,0.0868,7.48E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,15,0.59576,0,0.0885,7.63E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,15.5,0.60364,0,0.0902,7.78E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,16,0.61121,0,0.0919,7.92E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,16.5,0.61849,0,0.0936,8.06E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,17,0.62551,0,0.0952,8.20E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,17.5,0.63228,0,0.0968,8.34E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,18,0.6388,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,18.5,0.6451,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,19,0.65118,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,19.5,0.65706,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,20,0.66274,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,25,0.71068,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,30,0.74668,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,35,0.77472,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,40,0.79716,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,45,0.81554,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,50,0.83087,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,60,0.85497,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,70,0.87306,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,80,0.88713,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,90,0.8984,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,100,0.90762,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,110,0.91531,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,120,0.92181,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,130,0.92739,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,140,0.93222,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,150,0.93645,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,160,0.94019,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,170,0.94351,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,180,0.94648,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,190,0.94915,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,200,0.95157,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,210,0.95377,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,220,0.95578,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,230,0.95762,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,240,0.95931,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,250,0.96088,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,260,0.96232,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,270,0.96367,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,280,0.96492,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,290,0.96609,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,300,0.96718,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,310,0.96821,0,0.0983,8.47E-04
1200,16.3,0.5,4200,90,2.30E-03,0.00E+00,0.9671,1.9406,0.2229,6.4803,0.3121,116.05,320,0.96917,0,0.0983,8.47E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0,0,0,0,0.00E+00
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.01,0.004543,0,0.0162,1.40E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.02,0.009045,0,0.0324,2.80E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.03,0.013507,0,0.0486,4.19E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.04,0.017928,0,0.0647,5.58E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.05,0.02231,0,0.0808,6.97E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.06,0.026653,0,0.0969,8.36E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.07,0.030958,0,0.1129,9.75E-04
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.08,0.035225,0,0.1289,1.11E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.09,0.039454,0,0.1397,1.21E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.1,0.043647,0,0.1504,1.30E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.2,0.083643,0,0.2388,2.06E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.3,0.12043,0,0.2956,2.55E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.4,0.15437,0,0.3383,2.92E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.5,0.1858,0,0.3701,3.19E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.6,0.21497,0,0.3955,3.41E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.7,0.24212,0,0.4159,3.59E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.8,0.26746,0,0.4326,3.73E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,0.9,0.29116,0,0.446,3.85E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,1,0.31337,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,1.5,0.40638,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,2,0.4772,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,2.5,0.53292,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,3,0.57791,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,3.5,0.61499,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,4,0.64608,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,4.5,0.67253,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,5,0.6953,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,5.5,0.71511,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,6,0.7325,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,6.5,0.74789,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,7,0.7616,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,7.5,0.7739,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,8,0.78499,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,8.5,0.79505,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,9,0.8042,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,9.5,0.81258,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,10,0.82026,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,10.5,0.82735,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,11,0.83389,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,11.5,0.83996,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,12,0.84559,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,12.5,0.85085,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,13,0.85576,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,13.5,0.86035,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,14,0.86467,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,14.5,0.86872,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,15,0.87254,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,15.5,0.87614,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,16,0.87955,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,16.5,0.88277,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,17,0.88582,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,17.5,0.88872,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,18,0.89148,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,18.5,0.8941,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,19,0.8966,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,19.5,0.89898,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,20,0.90126,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,25,0.91941,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,30,0.93193,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,35,0.94108,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,40,0.94806,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,45,0.95356,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,50,0.95801,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,60,0.96476,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,70,0.96964,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,80,0.97334,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,90,0.97623,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,100,0.97855,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,110,0.98046,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,120,0.98206,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,130,0.98342,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,140,0.98458,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,150,0.9856,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,160,0.98648,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,170,0.98727,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,180,0.98797,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,190,0.98859,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,200,0.98916,0,0.4564,3.94E-03
1200,157.5,0.5,4200,90,2.30E-03,0.00E+00,0.9653,1.9395,0.2227,6.4722,0.3107,115.84,210,0.98967,0,0.4564,3.94E-03
